"school_year","school_year_offset","sis_user_id","grade_level","course_id","course_name","course_track","section_id","section_label","teacher_id","teacher_label","attendance_category","attendance_probability","boy_score","eoy_score","boy_readiness","eoy_readiness","score_gain","readiness_gain","boy_score_z","boy_readiness_z","boy_below_45","boy_45_to_60","boy_above_60","annual_sin","annual_cos","section_year_id","expected_gain","expected_eoy","adjusted_growth_residual"
"2025-2026",0,"SYN-SIS-000050","9","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","normal",0.9275,24.35,30.8,27.5543,30.7024,6.45,3.1481,-1.19386009360609,-1.1338241691288,20.65,0,0,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",8.61578600779049,32.9657860077905,-2.16578600779049
"2025-2026",0,"SYN-SIS-000065","9","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","normal",0.9346,21.39,32.71,25.0536,31.9862,11.32,6.9326,-1.34018465955483,-1.26756678583859,23.61,0,0,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",8.91209576105772,30.3020957610577,2.40790423894228
"2025-2026",0,"SYN-SIS-000086","9","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","high",0.9766,58.31,63.55,56.2447,62.1547,5.23999999999999,5.91,0.484917696805799,0.400597860883008,0,13.31,0,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",4.79208336905644,63.1020833690564,0.447916630943555
"2025-2026",0,"SYN-SIS-000171","9","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","high",0.9823,10.9,15.75,16.1914,16.489,4.85,0.297599999999999,-1.85874705712317,-1.74153560169235,34.1,0,0,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",9.73485316422921,20.6348531642292,-4.88485316422921
"2025-2026",0,"SYN-SIS-000205","9","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","high",0.983,15.14,25.18,19.7734,24.9282,10.04,5.1548,-1.64914700319659,-1.5499628208492,29.86,0,0,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",9.29060421420798,24.430604214208,0.749395785792021
"2025-2026",0,"SYN-SIS-000221","9","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","high",0.974,73.3,74.41,68.9086,72.9998,1.11,4.09119999999999,1.22593298179621,1.07788946873325,0,15,13.3,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",3.23074173108104,76.530741731081,-2.12074173108104
"2025-2026",0,"SYN-SIS-000231","9","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","high",0.9807,28.53,41.87,31.0857,40.5204,13.34,9.4347,-0.987226078178477,-0.944957581113865,16.47,0,0,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",7.89587582630833,36.4258758263083,5.44412417369167
"2025-2026",0,"SYN-SIS-000254","10","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","normal",0.9338,38.9,54.82,40.1251,52.695,15.92,12.5699,-0.474595757608063,-0.461511742154187,6.1,0,0,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",6.82795768625702,45.727957686257,9.09204231374298
"2025-2026",0,"SYN-SIS-000263","9","MATH-ALG1","Algebra 1","regular","Y00-SEC-002","Algebra 1 - Synthetic Section 01-02","TCH-001","Teacher 01","high",0.9905,11.98,15.93,17.1038,16.7614,3.95,-0.342400000000001,-1.80535836414187,-1.69273855946976,33.02,0,0,1,6.12323399573677e-17,"Y00-SEC-002 | 2025-2026",9.60708016150814,21.5870801615081,-5.65708016150814
"2025-2026",0,"SYN-SIS-000062","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","at_risk",0.6847,63.28,71.93,60.4434,69.7881,8.65000000000001,9.3447,0.73060455246973,0.625153035345915,0,15,3.28,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",3.70494171593822,66.9849417159382,4.94505828406179
"2025-2026",0,"SYN-SIS-000072","11","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","high",0.9957,20.7,35.27,25.0279,34.2291,14.57,9.2012,-1.37429410229288,-1.26894127508138,24.3,0,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",8.04585141556349,28.7458514155635,6.52414858443651
"2025-2026",0,"SYN-SIS-000111","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","normal",0.9373,31.03,34.45,33.1978,34.5304,3.42,1.3326,-0.863641140721772,-0.831998097468187,13.97,0,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",7.90003842318271,38.9300384231827,-4.48003842318271
"2025-2026",0,"SYN-SIS-000149","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","normal",0.9296,44,59.56,44.1552,57.1893,15.56,13.0341,-0.222482485196383,-0.245973644980547,1,0,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",6.55902810287245,50.5590281028725,9.00097189712755
"2025-2026",0,"SYN-SIS-000170","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","at_risk",0.7527,7.5,20.59,13.319,20.1991,13.09,6.8801,-2.02682257206428,-1.89515750445445,37.5,0,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",9.40865801679334,16.9086580167933,3.68134198320666
"2025-2026",0,"SYN-SIS-000184","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","normal",0.9013,47.25,55.54,46.9009,54.1552,8.29,7.2543,-0.0618220665026661,-0.099127920703318,0,2.25,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",6.27104628166763,53.5210462816676,2.01895371833237
"2025-2026",0,"SYN-SIS-000200","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","high",0.9756,44.24,48.59,44.3579,47.9482,4.35,3.5903,-0.21061833120054,-0.235132829046179,0.759999999999998,0,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",6.26386717246299,50.503867172463,-1.91386717246299
"2025-2026",0,"SYN-SIS-000213","11","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","high",0.9812,37.84,43.59,39.5082,43.168,5.75,3.6598,-0.526995771089706,-0.494504832188285,7.16,0,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",6.28157012393178,44.1215701239318,-0.531570123931779
"2025-2026",0,"SYN-SIS-000215","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","high",0.982,43.4,62.82,43.6483,59.8765,19.42,16.2282,-0.252142870185993,-0.273083707127223,1.6,0,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",6.33996551372061,49.7399655137206,13.0800344862794
"2025-2026",0,"SYN-SIS-000260","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","high",0.9762,91.75,92.97,84.4957,90.7357,1.22,6.23999999999999,2.13798982022669,1.91151986858815,0,15,31.75,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",1.29917150931517,93.0491715093152,-0.0791715093151726
"2025-2026",0,"SYN-SIS-000283","9","MATH-GEOM","Geometry","regular","Y00-SEC-003","Geometry - Synthetic Section 01-03","TCH-002","Teacher 02","high",0.9869,25.38,27.57,28.4245,28.0884,2.19,-0.336099999999998,-1.14294309937393,-1.08728407033212,19.62,0,0,1,6.12323399573677e-17,"Y00-SEC-003 | 2025-2026",8.21367557880331,33.5936755788033,-6.02367557880331
"2025-2026",0,"SYN-SIS-000047","11","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","normal",0.9333,80.63,87.51,75.6584,85.0409,6.88000000000001,9.38249999999999,1.58828401841927,1.43888275631982,0,15,20.63,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",2.0846378537135,82.7146378537135,4.79536214628651
"2025-2026",0,"SYN-SIS-000084","9","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","normal",0.8949,55.03,62.15,53.4736,60.6064,7.12,7.1328,0.322774258862602,0.252393691984501,0,10.03,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",5.46989213655875,60.4998921365587,1.65010786344125
"2025-2026",0,"SYN-SIS-000110","10","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","high",0.9706,73.9,74.23,69.6941,72.9932,0.329999999999998,3.2991,1.25559336678582,1.11989963605661,0,15,13.9,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",2.91801131842814,76.8180113184281,-2.58801131842814
"2025-2026",0,"SYN-SIS-000122","10","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","normal",0.957,29.27,29.42,31.9894,30.1633,0.150000000000002,-1.8261,-0.950644936691293,-0.896625832915106,15.73,0,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",7.79178138777707,37.0617813877771,-7.64178138777707
"2025-2026",0,"SYN-SIS-000195","9","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","normal",0.8924,5.21,17.81,11.3843,17.5953,12.6,6.211,-2.14002637477463,-1.99862926857987,39.79,0,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",10.6793865510408,15.8893865510408,1.92061344895922
"2025-2026",0,"SYN-SIS-000208","9","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","high",0.9772,48.85,46.6,48.2526,46.7807,-2.25,-1.4719,0.0172722934696255,-0.0268362043812394,0,3.85,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",5.77932274126975,54.6293227412698,-8.02932274126975
"2025-2026",0,"SYN-SIS-000261","9","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","at_risk",0.6882,34.15,45.17,35.8336,43.9346,11.02,8.10100000000001,-0.709407138775803,-0.69103005287121,10.85,0,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",6.74191866724906,40.8919186672491,4.27808133275094
"2025-2026",0,"SYN-SIS-000265","9","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","high",0.9886,10.02,19.73,15.4479,19.7534,9.71,4.3055,-1.90224895510793,-1.78129952200415,34.98,0,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",9.81531269795073,19.8353126979507,-0.10531269795073
"2025-2026",0,"SYN-SIS-000267","10","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","normal",0.888,28.86,32.45,31.6431,32.6775,3.59,1.0344,-0.970912866434192,-0.915146674346145,16.14,0,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",7.96033166528742,36.8203316652874,-4.37033166528742
"2025-2026",0,"SYN-SIS-000268","9","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","high",0.9847,26.69,28.02,29.5312,28.6145,1.33,-0.916699999999999,-1.07818459214661,-1.02809546157748,18.31,0,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",8.0808217826872,34.7708217826872,-6.7508217826872
"2025-2026",0,"SYN-SIS-000270","9","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","high",0.9935,51.65,61.14,50.6181,59.3765,9.49,8.7584,0.155687423421136,0.0996756362341905,0,6.65,0,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",5.45709499650207,57.1070949965021,4.03290500349793
"2025-2026",0,"SYN-SIS-000285","11","MATH-GEOM","Geometry","regular","Y00-SEC-004","Geometry - Synthetic Section 01-04","TCH-002","Teacher 02","high",0.9893,86.44,92.55,80.5668,89.9463,6.11,9.37949999999999,1.87549541306865,1.70139415707094,0,15,26.44,1,6.12323399573677e-17,"Y00-SEC-004 | 2025-2026",1.18933208440001,87.6293320844,4.92066791559999
"2025-2026",0,"SYN-SIS-000019","9","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","high",0.9846,32.09,33.82,34.0933,34.1163,1.73,0.0230000000000032,-0.811241127240129,-0.7841049022574,12.91,0,0,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",7.51683952083541,39.6068395208354,-5.78683952083541
"2025-2026",0,"SYN-SIS-000022","9","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","normal",0.9218,66.55,66.37,63.206,65.4553,-0.179999999999993,2.24929999999999,0.892253650663101,0.772902606634939,0,15,6.55,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",4.21733044000463,70.7673304400046,-4.39733044000462
"2025-2026",0,"SYN-SIS-000119","9","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","high",0.9499,44.69,44.51,44.7381,44.5515,-0.18,-0.186600000000006,-0.188373042458333,-0.21479894538438,0.310000000000002,0,0,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",6.2636779620078,50.9536779620078,-6.4436779620078
"2025-2026",0,"SYN-SIS-000126","9","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","normal",0.9013,68.27,67.95,64.6591,66.9818,-0.319999999999993,2.32270000000001,0.977280087633314,0.850617405027787,0,15,8.27,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",4.07498389017579,72.3449838901758,-4.39498389017578
"2025-2026",0,"SYN-SIS-000150","9","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","normal",0.9436,63.82,73,60.8997,70.7523,9.18,9.8526,0.757298898960378,0.649556904664377,0,15,3.82,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",4.46282808432904,68.282828084329,4.71717191567096
"2025-2026",0,"SYN-SIS-000157","9","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","high",0.9931,56.62,64.63,54.8169,62.8788,8.01,8.0619,0.401374279085066,0.324236158904268,0,11.62,0,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",4.938583530946,61.558583530946,3.07141646905399
"2025-2026",0,"SYN-SIS-000165","10","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","normal",0.941,39.67,49.68,40.7757,48.4384,10.01,7.6627,-0.436531596871397,-0.42671630630367,5.33,0,0,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",6.73439386720283,46.4043938672028,3.27560613279717
"2025-2026",0,"SYN-SIS-000198","10","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","normal",0.9091,19.83,33.91,24.0143,32.9047,14.08,8.8904,-1.41730166052781,-1.32315070296039,25.17,0,0,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",8.86529655299524,28.6952965529952,5.21470344700476
"2025-2026",0,"SYN-SIS-000219","9","MATH-GEOM","Geometry","regular","Y00-SEC-005","Geometry - Synthetic Section 01-05","TCH-001","Teacher 01","at_risk",0.6614,25.8,35.81,28.7793,35.0966,10.01,6.3173,-1.1221808298812,-1.0683086312916,19.2,0,0,1,6.12323399573677e-17,"Y00-SEC-005 | 2025-2026",7.66311273530838,33.4631127353084,2.34688726469162
"2025-2026",0,"SYN-SIS-000032","9","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","high",0.9886,76.12,80.58,71.291,78.5267,4.45999999999999,7.23570000000001,1.36533679124737,1.20530515636047,0,15,16.12,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",2.9095218284164,79.0295218284164,1.55047817158359
"2025-2026",0,"SYN-SIS-000114","9","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","high",0.9923,43.12,42.97,43.4117,43.0755,-0.149999999999999,-0.336200000000005,-0.265984383181144,-0.285737565292351,1.88,0,0,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",6.35045224857647,49.4704522485765,-6.50045224857647
"2025-2026",0,"SYN-SIS-000116","9","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","normal",0.9653,22.84,31.47,26.2786,31.1002,8.63,4.8216,-1.26850539582994,-1.20205124800139,22.16,0,0,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",8.70467283828689,31.5446728382869,-0.0746728382868849
"2025-2026",0,"SYN-SIS-000146","9","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","high",0.9396,74.98,77.72,70.3279,75.9834,2.73999999999999,5.6555,1.30898205976711,1.15379657310251,0,15,14.98,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",3.11789948744355,78.0978994874436,-0.377899487443562
"2025-2026",0,"SYN-SIS-000178","9","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","high",0.9799,7.22,18.31,13.0824,18.2417,11.09,5.1593,-2.04066408505944,-1.90781136261958,37.78,0,0,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",10.1236935105207,17.3436935105207,0.966306489479322
"2025-2026",0,"SYN-SIS-000246","9","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","high",0.981,26.32,36.95,29.2186,36.1176,10.63,6.899,-1.09647516289021,-1.0448139571921,18.68,0,0,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",8.12621876519522,34.4462187651952,2.50378123480478
"2025-2026",0,"SYN-SIS-000266","10","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","normal",0.9599,56.32,57.48,54.842,56.8834,1.16,2.0414,0.386544086590262,0.325578558904034,0,11.32,0,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",4.96045165333992,61.2804516533399,-3.80045165333992
"2025-2026",0,"SYN-SIS-000273","10","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","at_risk",0.6879,63.56,66.6,60.9586,65.3949,3.03999999999999,4.43630000000001,0.744446065464881,0.652706998687733,0,15,3.56,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",3.41361830375138,66.9736183037514,-0.373618303751388
"2025-2026",0,"SYN-SIS-000278","10","MATH-GEOM","Geometry","regular","Y00-SEC-006","Geometry - Synthetic Section 01-06","TCH-002","Teacher 02","high",0.9599,97.9,92.64,89.97,91.2208,-5.26000000000001,1.2508,2.44200876637019,2.20429677371647,0,15,37.9,1,6.12323399573677e-17,"Y00-SEC-006 | 2025-2026",0.430108748821539,98.3301087488215,-5.69010874882155
"2025-2026",0,"SYN-SIS-000039","9","MATH-GEOM","Geometry","regular","Y00-SEC-007","Geometry - Synthetic Section 01-07","TCH-001","Teacher 01","normal",0.8871,34.26,37.38,35.9266,37.3657,3.12,1.4391,-0.703969401527708,-0.686056220202753,10.74,0,0,1,6.12323399573677e-17,"Y00-SEC-007 | 2025-2026",7.65404712827831,41.9140471282783,-4.53404712827831
"2025-2026",0,"SYN-SIS-000054","9","MATH-GEOM","Geometry","regular","Y00-SEC-007","Geometry - Synthetic Section 01-07","TCH-001","Teacher 01","normal",0.9074,17.3,24.79,21.5983,24.8394,7.49,3.2411,-1.542369617234,-1.45236338819686,27.7,0,0,1,6.12323399573677e-17,"Y00-SEC-007 | 2025-2026",9.38895554234116,26.6889555423412,-1.89895554234116
"2025-2026",0,"SYN-SIS-000058","9","MATH-GEOM","Geometry","regular","Y00-SEC-007","Geometry - Synthetic Section 01-07","TCH-001","Teacher 01","high",0.946,49.73,57.46,48.996,56.0536,7.73,7.0576,0.0607741914543857,0.0129223677233942,0,4.73,0,1,6.12323399573677e-17,"Y00-SEC-007 | 2025-2026",5.74423013014342,55.4742301301434,1.98576986985658
"2025-2026",0,"SYN-SIS-000063","10","MATH-GEOM","Geometry","regular","Y00-SEC-007","Geometry - Synthetic Section 01-07","TCH-001","Teacher 01","high",0.9919,39.58,49.93,40.6996,48.6396,10.35,7.94,-0.440980654619839,-0.430786291960332,5.42,0,0,1,6.12323399573677e-17,"Y00-SEC-007 | 2025-2026",6.46478202635318,46.0447820263532,3.88521797364682
"2025-2026",0,"SYN-SIS-000085","9","MATH-GEOM","Geometry","regular","Y00-SEC-007","Geometry - Synthetic Section 01-07","TCH-001","Teacher 01","high",0.9874,52.06,54.05,50.9645,53.4324,1.98999999999999,2.4679,0.175955353164036,0.1182018258724,0,7.06,0,1,6.12323399573677e-17,"Y00-SEC-007 | 2025-2026",5.42537427268245,57.4853742726825,-3.43537427268246
"2025-2026",0,"SYN-SIS-000105","9","MATH-GEOM","Geometry","regular","Y00-SEC-007","Geometry - Synthetic Section 01-07","TCH-001","Teacher 01","high",0.9892,30.91,35.87,33.0964,35.7167,4.96,2.6203,-0.869573217719694,-0.837421179538957,14.09,0,0,1,6.12323399573677e-17,"Y00-SEC-007 | 2025-2026",7.63173886456091,38.5417388645609,-2.67173886456091
"2025-2026",0,"SYN-SIS-000143","9","MATH-GEOM","Geometry","regular","Y00-SEC-007","Geometry - Synthetic Section 01-07","TCH-001","Teacher 01","high",0.9868,25.86,39.36,28.83,38.1024,13.5,9.2724,-1.11921479138224,-1.06559709025621,19.14,0,0,1,6.12323399573677e-17,"Y00-SEC-007 | 2025-2026",8.16370982342821,34.0237098234282,5.33629017657179
"2025-2026",0,"SYN-SIS-000156","9","MATH-GEOM","Geometry","regular","Y00-SEC-007","Geometry - Synthetic Section 01-07","TCH-001","Teacher 01","normal",0.9721,6.64,20.45,12.5924,19.985,13.81,7.3926,-2.06933579054939,-1.93401757775446,38.36,0,0,1,6.12323399573677e-17,"Y00-SEC-007 | 2025-2026",10.3847768528837,17.0247768528837,3.42522314711635
